"","Team","Year","Playoffs","R.G_ranked","SLG_ranked","HR9_ranked","SO9_ranked","SO.W_ranked","AB_ranked","B2_ranked","B3_ranked","SO_own_ranked","SH_ranked","IBB_own_ranked","LOB_own_ranked","num_pitchers_ranked","RA.G_ranked","cSho_ranked","Saves_ranked","HBP_allowed_ranked","BF_ranked","ERA_plus_ranked"
"657","PIT",1999,FALSE,10,6,6,22.5,16,5,9,24,29,29.5,21,13,16.5,10,2.5,8.5,11.5,13,24
"658","SDP",1999,FALSE,3,2,18,22.5,26,1,4,7.5,27,8,10.5,6,8.5,8,22,19,4,2,7.5
"659","SEA",1999,FALSE,20,25,18,10,4,15,5,5.5,21,9,17.5,8,30,26,13,15,29,27,7.5
"660","SFG",1999,FALSE,23,16.5,18,18.5,11.5,11,24,3,13,28,20,23,2,13,7.5,17.5,10,24,4
"661","STL",1999,FALSE,12,10.5,6,14.5,8,20,8,12,30,26,26,20,21,16,25.5,12,26,26,14
"662","TBD",1999,FALSE,8,5,11.5,18.5,6.5,18,7,13.5,15,4,3.5,14.5,24,27,13,21.5,30,28,15.5
"663","TEX",1999,TRUE,29,30,18,6,25,27,22,13.5,5,6,22.5,18,8.5,20,13,24,5.5,14,18.5
"664","TOR",1999,FALSE,24,26,18,13,17,25,30,2,19,3,8,19,19,22,22,13.5,14,20,17
"665","ANA",2000,FALSE,20,28.5,27,1,1,21,20,19,13,11,22,9,25.5,20,12.5,25,2.5,22,15
"666","ARI",2000,FALSE,9.5,11.5,18,29.5,30,8,10,27.5,6,20,12,3,3,6,26,13,8.5,1,27.5
"667","ATL",2000,TRUE,15,11.5,4,22,29,4,5,10.5,9,29,13,16,12.5,1,30,30,4,2,29
"668","BAL",2000,FALSE,11.5,16,23.5,13,6,13,22,3,2,4,10.5,4,12.5,27,12.5,5.5,2.5,24,2
"669","BOS",2000,FALSE,9.5,8,10.5,23.5,28,22,24,17,11,7,16.5,28,21,4,26,25,17,4,30
"670","CHC",2000,FALSE,8,7,27,26,15,16,4,5,24,30,24.5,26,21,25,6.5,16,22.5,26,1
"671","CHW",2000,TRUE,30,26.5,18,13,12,25,27.5,18,5,14,4.5,2,12.5,18,12.5,20,16,15,25
"672","CIN",2000,FALSE,16,20,18,10.5,7,19,16,22,8,15,28,12,8,7,3.5,19,11,13,26
"673","CLE",2000,FALSE,27,26.5,10.5,29.5,22.5,29,22,15,20,8,3,30,30,13,12.5,7.5,8.5,20,17.5
"674","COL",2000,FALSE,29,22.5,27,10.5,13,27,25.5,30,3,26,30,19,25.5,23,6.5,5.5,29,16.5,27.5
"675","DET",2000,FALSE,17,17,10.5,7.5,25,24,19,26,7,9,1,14,16.5,16,6.5,22.5,13,10,13
"676","FLA",2000,FALSE,2.5,6,10.5,17.5,10,12,6,14,28,10,15,10,5,10,22.5,28,12,18,9
"677","HOU",2000,FALSE,26,30,29.5,20.5,19,15,12,23,25,17,27,8,16.5,29,6.5,4,19.5,27,4
"678","KCR",2000,FALSE,22,10,29.5,2.5,3,30,8.5,12,1,16,4.5,13,21,28,19.5,3,8.5,25,5
"679","LAD",2000,FALSE,13,14,10.5,27.5,24,2,3,13,22,22,19.5,15,9,2,19.5,10,30,5,22
"680","MIL",2000,FALSE,2.5,4,10.5,4,2,9,13,7,29,19,23,11,18,12,3.5,2,26,28,12
"681","MIN",2000,FALSE,6,5,23.5,15,26,20,27.5,29,12,2,6,19,3,21,12.5,9,1,14,15
"682","MON",2000,FALSE,5,15,10.5,13,17,10,22,20.5,19,27,26,1,27.5,24,12.5,16,19.5,16.5,6.5
"683","NYM",2000,TRUE,14,13,4,27.5,27,3,8.5,1,18,23.5,19.5,24.5,7,3,12.5,29,19.5,8,23.5
"684","NYY",2000,TRUE,21,21,10.5,17.5,21,17,14,9,10,1,21,17,15,15,17,18,15,9,19.5
"685","OAK",2000,TRUE,28,24,4,5.5,8.5,18,11,6,26,3,8,27,10,14,29,21,14,21,21
"686","PHI",2000,FALSE,1,2,23.5,25,17,6,17.5,25,23,23.5,16.5,22,27.5,17,19.5,7.5,8.5,11,10.5
"687","PIT",2000,FALSE,11.5,9,4,17.5,5,23,25.5,16,16.5,18,18,21,21,22,12.5,1,19.5,29,6.5
"688","SDP",2000,FALSE,7,3,18,17.5,11,14,7,24,27,6,24.5,7,29,11,1.5,25,28,23,8
"689","SEA",2000,TRUE,24,18,4,9,8.5,5,15,10.5,21,21,10.5,29,1,9,26,22.5,5,6,15
"690","SFG",2000,TRUE,25,28.5,1,20.5,14,7,17.5,27.5,16.5,25,29,23,3,5,26,27,6,7,17.5
"691","STL",2000,TRUE,23,22.5,18,23.5,22.5,1,2,8,30,28,9,24.5,21,8,26,11.5,22.5,3,23.5
"692","TBD",2000,FALSE,4,1,18,5.5,20,11,1,4,15,13,2,5,24,19,22.5,14,27,12,19.5
"693","TEX",2000,FALSE,18,19,23.5,2.5,4,26,30,20.5,4,12,14,19,6,30,1.5,16,24,30,3
"694","TOR",2000,FALSE,19,25,18,7.5,17,28,29,2,14,5,7,6,12.5,26,19.5,11.5,25,19,10.5
"695","ANA",2001,FALSE,6,7,13.5,6,8,17,10,10.5,6,12,8,28,3.5,10,2,18,16,9,22.5
"696","ARI",2001,TRUE,24,23,20.5,29,30,21,12,22,11,26.5,29,27,15,4,27.5,8.5,11,2,28
"697","ATL",2001,TRUE,8.5,10,8,21.5,21,12,3,7.5,9,20.5,20,8.5,20,2,27.5,15,1.5,1,30
"698","BAL",2001,FALSE,5,1,20.5,6,7,7,2,7.5,3.5,9,2.5,12,15,23,13.5,6,25,18,6.5
"699","BOS",2001,FALSE,17.5,20.5,3,27,23.5,25,24,17,26,4,18,24,22,15,16,27,30,25,24
"700","CHC",2001,FALSE,17.5,16.5,8,30,25,3,5,20.5,16,30,28,19,6.5,6,13.5,15,7,7,20
"701","CHW",2001,FALSE,20.5,25.5,13.5,3.5,12,6,18,15,5,19,5.5,2,10,18,19,28,29,11,18
"702","CIN",2001,FALSE,10,12,20.5,6,11,20,19.5,4.5,28,23,15.5,13,27.5,24,7.5,10,5,27,11
"703","CLE",2001,TRUE,28,27,3,25.5,18,22,16,24.5,15,14,7,17,24,22,2,17,6,26,12
"704","COL",2001,FALSE,29,30,30,15,6,30,26,30,8,28,17,21,30,29,24,1,16,24,15.5
"705","DET",2001,FALSE,7,8.5,13.5,1,1,15,15,29,2,10,2.5,7,15,27,7.5,8.5,24,29,2
"706","FLA",2001,FALSE,12,13,3,21.5,9.5,16,27,18.5,27,17.5,12,14,20,11.5,19,7,19,15,13
"707","HOU",2001,TRUE,25,25.5,28,25.5,26,14,23,15,24,26.5,22.5,18,27.5,17,7.5,25.5,19,16,21
"708","KCR",2001,FALSE,8.5,8.5,25.5,2,2.5,26,11,24.5,1,8,5.5,6,5,25.5,2,4.5,12.5,21,14
"709","LAD",2001,FALSE,14,14,13.5,24,23.5,10,4,12,12.5,16,14,5,10,11.5,7.5,21.5,22,12,8
"710","MIL",2001,FALSE,11,15,20.5,13.5,2.5,9,7,18.5,30,22,13,4,24,19,13.5,2.5,22,28,6.5
"711","MIN",2001,FALSE,16,18,20.5,8.5,19,18,29,26.5,17,2,11,10,10,16,27.5,20,9.5,8,15.5
"712","MON",2001,FALSE,3,5,20.5,19.5,16,1,25,13,14,20.5,26.5,1,20,20.5,19,2.5,12.5,17,9.5
"713","NYM",2001,FALSE,1,2,20.5,23,28.5,5,7,1,12.5,15,26.5,26,15,7,19,25.5,3,4,18
"714","NYY",2001,TRUE,22,19,8,28,28.5,23,14,2,10,6,10,16,8,9,22,30,8,13,26
"715","OAK",2001,TRUE,26,20.5,3,19.5,27,19,30,4.5,7,2,25,25,2,3,30,19,4,5,29
"716","PHI",2001,FALSE,13,11,13.5,17,14.5,11,17,15,25,24.5,22.5,20,15,8,19,23.5,19,10,18
"717","PIT",2001,FALSE,2,4,13.5,3.5,5,2,1,9,22,17.5,20,3,15,25.5,13.5,11,28,14,4.5
"718","SDP",2001,FALSE,19,6,28,17,22,8,7,10.5,29,5,9,22,27.5,20.5,7.5,21.5,9.5,19,3
"719","SEA",2001,TRUE,30,24,8,11.5,20,28,21,26.5,3.5,13,24,30,1,1,24,29,16,3,27
"720","SFG",2001,FALSE,20.5,28,3,13.5,13,24,19.5,28,19,24.5,30,29,3.5,13,7.5,23.5,1.5,22,9.5
"721","STL",2001,TRUE,23,22,20.5,17,14.5,4,9,20.5,18,29,20,8.5,15,5,24,13,22,6,25
"722","TBD",2001,FALSE,4,3,25.5,11.5,9.5,13,22,3,23,11,1,11,24,28,7.5,4.5,26,20,4.5
"723","TEX",2001,FALSE,27,29,28,8.5,4,29,28,6,20,2,4,23,27.5,30,7.5,12,14,30,1
"724","TOR",2001,FALSE,15,16.5,8,10,17,27,13,23,21,7,15.5,15,6.5,14,27.5,15,27,23,22.5
"725","ANA",2002,TRUE,27,24,14,10,19,30,28,18,1,15.5,13.5,18,5.5,4,10.5,28,7.5,4,28
"726","ARI",2002,TRUE,25,19.5,20.5,29,30,14,11.5,27.5,12,18,22,27,12,8,25,13.5,10.5,3,26
"727","ATL",2002,TRUE,11.5,11.5,2.5,17,18,17,10,5,13,21.5,25,24,14.5,1,15,30,2,10.5,30
"728","BAL",2002,FALSE,5,8.5,27.5,6.5,11,7,25,8.5,8,8,3,2,12,19,3,4,10.5,19,13
"729","BOS",2002,FALSE,29,27,7,27,28,29,29,20,5,3,11,21,5.5,7,17.5,26,29,1,29
"730","CHC",2002,FALSE,9,14,14,30,24,8.5,4,13,30,26,20,20,19.5,17,17.5,1,17.5,15,10
"731","CHW",2002,FALSE,28,28,24.5,6.5,13,11,17,13,6,13.5,1,4,1,21,21.5,9,19.5,6,14
"732","CIN",2002,FALSE,10,10,20.5,8,12,5,19,3,29,29,24,19,17,20,3,16.5,15,22,15
"733","CLE",2002,FALSE,16,13,7,20,9.5,3,3,6.5,9,7,8,3,29,25,10.5,8,16,21,5
"734","COL",2002,FALSE,19,19.5,30,3.5,4,15,11.5,27.5,15,15.5,12,8,19.5,29,1,19.5,24,27,7
"735","DET",2002,FALSE,1,1,14,1,8,4,6,25,14,5,2,1,28,26,23,7,23,18,4
"736","FLA",2002,FALSE,8,8.5,7,22,9.5,8.5,9,18,26,17,26,23,17,18,29,10,17.5,26,7
"737","HOU",2002,FALSE,17,15,7,28,25,12,18,18,23,19,21,22,17,9,10.5,19.5,12,14,21
"738","KCR",2002,FALSE,15,7,27.5,2,5,19,14,30,2,10,4,7,25.5,28,21.5,3,9,28,11.5
"739","LAD",2002,FALSE,11.5,11.5,14,25.5,20.5,20,16,13,4,20,19,6,7.5,3,10.5,29,4.5,8,17
"740","MIL",2002,FALSE,2,4.5,27.5,15,2.5,2,7,13,25,27,9.5,5,23,23,17.5,5,21.5,25,3
"741","MIN",2002,TRUE,18,25,20.5,15,26,25,30,24,19,6,7,11,9.5,14,27.5,23,3,12,24
"742","MON",2002,FALSE,14,16,14,20,22,6,21.5,23,21,30,29,15.5,12,13,3,12,4.5,16,20
"743","NYM",2002,FALSE,7,6,14,23.5,20.5,18,1,4,16,25,17,10,24,12,30,11,13.5,17,18
"744","NYY",2002,TRUE,30,29.5,7,25.5,29,27,26,1,28,4,18,26,4,11,27.5,27,6,13,25
"745","OAK",2002,TRUE,22,23,2.5,12.5,23,22,8,10,11,2,9.5,25,2.5,6,25,25,21.5,9,27
"746","PHI",2002,FALSE,13,18,7,20,15,21,27,29,20,21.5,27,30,14.5,15,20,23,26,20,9
"747","PIT",2002,FALSE,3,2.5,14,5,6,1,5,2,22,24,15,14,9.5,16,5.5,23,13.5,10.5,16
"748","SDP",2002,FALSE,4,2.5,20.5,23.5,16.5,16,2,13,18,12,13.5,15.5,30,22,10.5,13.5,25,23,1
"749","SEA",2002,FALSE,23.5,17,20.5,18,27,23,14,16,10,9,23,28,7.5,10,17.5,19.5,7.5,5,19
"750","SFG",2002,TRUE,20,26,1,10,16.5,10,21.5,21,7,23,30,29,2.5,2,25,19.5,1,2,22.5
"751","STL",2002,TRUE,21,21,7,12.5,14,13,14,6.5,3,28,28,17,25.5,5,10.5,16.5,19.5,7,22.5
"752","TBD",2002,FALSE,6,4.5,27.5,3.5,1,28,20,22,24,11,5,12,21,30,5.5,2,30,30,2
"753","TEX",2002,FALSE,26,29.5,24.5,15,2.5,26,23,8.5,17,13.5,16,13,27,27,10.5,6,28,29,7
"754","TOR",2002,FALSE,23.5,22,20.5,10,7,24,24,26,27,1,6,9,22,24,10.5,15,27,24,11.5
"755","ANA",2003,FALSE,12,11,21,13.5,17.5,5.5,10,20,1,12.5,14.5,4,5.5,14,13,16,25.5,6,15.5
"756","ARI",2003,FALSE,10,13.5,6.5,28.5,27.5,18,20.5,30,14,18.5,28,21.5,14,7,27.5,19.5,23,13,28
"757","ATL",2003,TRUE,29,29,6.5,11,8.5,28,25,15.5,6,20.5,21,19,1.5,13,9,29,3,16,19
"758","BAL",2003,FALSE,13,9,21,11,13,23,9,4,2,14,5,11,7,21,7,17,28,21,8
"759","BOS",2003,TRUE,30,30,6.5,25.5,26,30,30,26,7,3.5,27,29,25,20,3.5,10,25.5,23,17
"760","CHC",2003,TRUE,11,12,6.5,30,25,12,18,6,28,28,11.5,9.5,1.5,6,29,10,21.5,12,25.5
"761","CHW",2003,FALSE,18.5,24,11.5,21.5,20.5,5.5,20.5,2,4,9,3,3,9.5,11,3.5,10,9,3,22
"762","CIN",2003,FALSE,5,5,27,6.5,6,10,2,3,30,22,8,14,30,27,9,13.5,6,29,1.5
"763","CLE",2003,FALSE,6,6.5,15,6.5,14,20,16,11,22,10.5,2,2,28.5,17,13,5.5,18,17,19
"764","COL",2003,FALSE,25,23,27,3.5,4.5,11,27,15.5,26,15,21,17,18.5,28,3.5,5.5,29,24,10.5
"765","DET",2003,FALSE,2,3,21,1,1.5,4,1,24.5,25,20.5,1,1,9.5,29,3.5,1,12,27,1.5
"766","FLA",2003,TRUE,14,18,1.5,25.5,22,8,14,27,9,29,18.5,9.5,14,8,13,10,1.5,7,19
"767","HOU",2003,FALSE,22,21.5,11.5,27,17.5,22,22,14,15,16,18.5,21.5,18.5,5,3.5,28,24,10,25.5
"768","KCR",2003,FALSE,24,20,21,2,3,17,12,24.5,5,18.5,6,6,28.5,25,20,10,20,25,12
"769","LAD",2003,FALSE,1,1,1.5,28.5,27.5,3,4,9.5,10,23,17,8,5.5,1,20,30,1.5,1,30
"770","MIL",2003,FALSE,8.5,15.5,30,19,10,15,6,6,29,17,13,16,18.5,26,9,23.5,14.5,30,4
"771","MIN",2003,TRUE,21,21.5,21,11,29,25,24,28.5,16,8,10,18,9.5,15,20,25,8,15,15.5
"772","MON",2003,FALSE,7,6.5,15,19,24,2,15,9.5,13,24,26,7,23,12,13,19.5,21.5,9,23
"773","NYM",2003,FALSE,3,2,15,6.5,4.5,1,5,8,19,26,16,5,24,16,24,15,5,14,9
"774","NYY",2003,TRUE,26,25,6.5,23.5,30,19,19,1,18,5,24,30,16,10,16,27,7,8,21
"775","OAK",2003,TRUE,17,13.5,6.5,19,20.5,9,23,6,3,2,23,13,3.5,3,27.5,26,10.5,4,29
"776","PHI",2003,FALSE,18.5,15.5,6.5,21.5,16,14,26,12,27,10.5,25,28,9.5,9,30,4,27,11,13
"777","PIT",2003,FALSE,15,17,15,6.5,11.5,21,8,28.5,20,27,14.5,25,18.5,19,20,23.5,14.5,19,10.5
"778","SDP",2003,FALSE,4,4,27,23.5,8.5,13,3,17.5,23,12.5,8,27,26.5,23,3.5,3,16,20,3
"779","SEA",2003,FALSE,20,10,15,16,23,16,13,20,12,7,8,24,3.5,2,20,13.5,10.5,2,27
"780","SFG",2003,TRUE,16,19,6.5,16,11.5,7,11,13,11,25,30,23,12,4,26,22,4,5,24
"781","STL",2003,FALSE,27,26.5,27,9,15,29,28,17.5,8,30,29,26,21.5,18,20,18,19,26,6.5
"782","TBD",2003,FALSE,8.5,8,21,3.5,1.5,24,17,23,17,6,21,12,21.5,24,20,2,30,22,6.5
"783","TEX",2003,FALSE,23,26.5,27,16,7,27,7,22,21,3.5,4,15,26.5,30,13,21,17,28,5
"784","TOR",2003,FALSE,28,28,21,13.5,19,26,29,20,24,1,11.5,20,14,22,25,7,13,18,14
"785","ANA",2004,TRUE,21,14,16,27.5,23,25,4,25.5,4,15.5,17,12,1,10,13,25,2,12,20
"786","ARI",2004,FALSE,1,3,22.5,27.5,7.5,13,16,27,12,15.5,9.5,5,23.5,27,13,7,25,26,5
"787","ATL",2004,TRUE,17.5,18,7,13,18,17,19.5,25.5,25,23,24,24,7.5,3,4.5,23.5,1,7,27
"788","BAL",2004,FALSE,23,16,7,19.5,3.5,30,24.5,2,5,9,7,23,11.5,21,26,2,16.5,29,11.5
"789","BOS",2004,TRUE,30,30,7,25.5,28,27,30,10,28,1,11,28,27.5,14,4.5,12.5,29,8,28.5
"790","CHC",2004,FALSE,15,27.5,7,30,27,23,21,14,18,25,20,8,5,2,13,15,26,13,28.5
"791","CHW",2004,FALSE,28,25.5,29,13,16,10,10.5,3,13,18,1,1,11.5,22,13,8,4.5,5,9.5
"792","CIN",2004,FALSE,11,12,30,7.5,7.5,7,12,12,30,14,9.5,19,11.5,29,13,21.5,10.5,28,1
"793","CLE",2004,FALSE,26,22,22.5,22,17,26,29,14,11,11,14.5,21,29.5,26,22,6,16.5,27,3.5
"794","COL",2004,FALSE,20,24,22.5,2.5,1,19,27,21.5,27,28,24,16,23.5,30,2,12.5,23,30,2
"795","DET",2004,FALSE,19,23,22.5,7.5,14,21.5,10.5,30,24,12,4,7,3,24,26,9.5,10.5,15,3.5
"796","FLA",2004,FALSE,7.5,9,7,25.5,21,3,5,17.5,7,24,8,10,23.5,6,22,28,7,2,16
"797","HOU",2004,TRUE,17.5,19,16,29,26,1,15,24,10,29,26.5,18,18,5,13,21.5,21.5,6,23
"798","KCR",2004,FALSE,9,5,27,1,6,11,2,14,14,7,3,3,23.5,28,13,1,13,20,6
"799","LAD",2004,TRUE,12,13,16,17,19,12,1,16,21,20.5,18.5,14,11.5,4,13,26,10.5,4,18
"800","MIL",2004,FALSE,3,1,7,24,22,5,17,19,29,17,22,22,15.5,13,6,16,8,11,19
"801","MIN",2004,TRUE,14,15,7,22,30,21.5,22,8.5,8.5,9,16,6,3,8,26,23.5,10.5,14,30
"802","MON",2004,FALSE,2,2,22.5,13,9,2,6.5,11,3,30,24,9,11.5,15.5,26,4.5,27,17,21.5
"803","NYM",2004,FALSE,4.5,10,7,5,5,9,13,5,26,20.5,26.5,13,27.5,9,13,4.5,6,23,21.5
"804","NYY",2004,TRUE,29,27.5,16,17,25,8,9,5,8.5,6,12.5,20,18,19,2,30,15,10,9.5
"805","OAK",2004,FALSE,16,17,7,9.5,15,29,28,1,16,4,12.5,29,3,11,22,9.5,21.5,19,24
"806","PHI",2004,FALSE,22,21,27,17,20,24,18,7,23,19,28,26,7.5,17,26,17,19,18,16
"807","PIT",2004,FALSE,4.5,6,1,22,13,5,3,28,17,26,5.5,11,15.5,12,20,20,18,9,14
"808","SDP",2004,FALSE,13,11,16,19.5,29,18,19.5,17.5,2,13,18.5,25,20,7,13,18,4.5,3,11.5
"809","SEA",2004,FALSE,6,4,27,13,11,28,6.5,5,15,9,21,27,18,20,13,3,24,25,8
"810","SFG",2004,FALSE,24,20,7,9.5,12,14,23,20,1,27,30,30,11.5,15.5,30,19,3,22,16
"811","STL",2004,TRUE,25,29,7,13,24,15,24.5,8.5,19,22,29,15,6,1,13,29,20,1,26
"812","TBD",2004,FALSE,7.5,8,22.5,2.5,3.5,5,8,29,6,5,5.5,4,21,25,2,11,30,16,7
"813","TEX",2004,FALSE,27,25.5,16,5,10,20,26,21.5,22,3,14.5,2,29.5,18,13,27,28,24,25
"814","TOR",2004,FALSE,10,7,16,5,2,16,14,23,20,2,2,17,26,23,29,14,14,21,13
"815","ARI",2005,FALSE,8,16,26.5,20,11,17,16,11.5,25.5,22,23.5,27,23.5,25,11.5,20.5,18,30,4
"816","ATL",2005,TRUE,21,24,4.5,3.5,6.5,6,22,25,21,24,27,11,25.5,10,21.5,9,1,16,20
"817","BAL",2005,FALSE,16,23,20.5,22,9,18,18,11.5,4,9,10,8,11.5,23,5,9,10.5,20,12.5
"818","BOS",2005,TRUE,30,29,12,9,21.5,28,30,5.5,18,2,12,28,25.5,24,5,9,30,18,14.5
"819","CHC",2005,FALSE,11,25,26.5,30,21.5,23,26,7.5,6,20.5,20,16,18,13,16.5,12.5,8,15,17.5
"820","CHW",2005,TRUE,17.5,20.5,12,18,25,12,1,7.5,14,15,8,1,3.5,5,26.5,29.5,10.5,13,30
"821","CIN",2005,FALSE,27,26,30,9,12,13,28,1,30,11,17,21,16,28,5,2,27,25,3
"822","CLE",2005,FALSE,24,28,12,21,27.5,25,29,14.5,24,8,11,19,3.5,3,5,27.5,2,3,25
"823","COL",2005,FALSE,17.5,14,20.5,15,4,15.5,8,22,27,28,13,25,27.5,27,11.5,5.5,28.5,29,8.5
"824","DET",2005,FALSE,13.5,22,26.5,2,13,24,10,30,17,13,5,5,20.5,21,5,5.5,9,9,8.5
"825","FLA",2005,FALSE,12,12.5,1,25.5,14,7.5,20,18.5,5,27,29,23,27.5,16,30,16,21.5,19,14.5
"826","HOU",2005,TRUE,6.5,11,12,28,29,2,7,16,16,26,18,15,2,1,14,19,14,1,28
"827","KCR",2005,FALSE,10,6.5,20.5,5.5,3,9,14,22,15,14,4,2,18,29,5,1,26,26,1
"828","LAA",2005,TRUE,20,12.5,12,24,27.5,26.5,5,14.5,2,12,23.5,6,5.5,4,21.5,29.5,7,10,24
"829","LAD",2005,FALSE,5,5,20.5,18,18,3,11,5.5,25.5,17,9,17,11.5,19,26.5,14.5,19.5,6,8.5
"830","MIL",2005,FALSE,15,18,20.5,28,15.5,4,27,3,29,19,25.5,13,8,11,16.5,23.5,5,17,21
"831","MIN",2005,FALSE,6.5,3,12,5.5,30,20,3.5,18.5,10,10,20,10,1,8,26.5,18,4,4,27
"832","NYM",2005,FALSE,13.5,15,2,18,15.5,10,6,18.5,19,20.5,20,14,18,6,21.5,9,12,8,22
"833","NYY",2005,TRUE,29,27,12,15,18,26.5,2,2,12,5,15.5,30,29,22,26.5,23.5,28.5,14,8.5
"834","OAK",2005,FALSE,22,9.5,12,23,18,29,23,4,1,3,3,22,11.5,7,16.5,9,16,5,26
"835","PHI",2005,FALSE,26,18,26.5,28,26,15.5,9,24,20,18,30,29,8,14.5,5,14.5,24.5,7,17.5
"836","PIT",2005,FALSE,3,8,12,9,2,21,17,26,23,16,14,24,8,20,21.5,3.5,21.5,22,12.5
"837","SDP",2005,TRUE,4,3,4.5,25.5,24,7.5,3.5,27.5,9,23,15.5,26,20.5,14.5,21.5,20.5,6,21,8.5
"838","SEA",2005,FALSE,9,3,20.5,1,8,11,14,22,11,7,22,4,14.5,18,16.5,12.5,13,12,8.5
"839","SFG",2005,FALSE,2,6.5,4.5,12.5,5,5,19,9.5,3,29.5,7,7,22,17,5,23.5,3,23,16
"840","STL",2005,TRUE,25,18,12,12.5,23,14,12,9.5,7,25,28,20,11.5,2,29,26,16,2,29
"841","TBD",2005,FALSE,19,20.5,26.5,9,1,19,14,29,13,6,6,3,14.5,30,5,17,19.5,28,2
"842","TEX",2005,FALSE,28,30,12,3.5,6.5,30,24.5,13,28,1,2,9,30,26,11.5,23.5,16,27,5
"843","TOR",2005,FALSE,23,9.5,26.5,9,20,22,21,27.5,8,4,1,12,5.5,12,21.5,3.5,23,11,23
"844","WSN",2005,FALSE,1,1,4.5,15,10,1,24.5,18.5,22,29.5,25.5,18,23.5,9,11.5,27.5,24.5,24,19
"845","ARI",2006,FALSE,16,12,6.5,23,17,25,26,20.5,9,18,14,18,20.5,15,27.5,5.5,17,23,23.5
"846","ATL",2006,FALSE,26,26,16.5,16,10,14,20,11,24,26,15.5,5,23.5,21,16.5,11,10.5,24,6.5
"847","BAL",2006,FALSE,14,12,30,12.5,4,20,8,5,2,11,8.5,21,17.5,29,7,7.5,3,22,2.5
"848","BOS",2006,FALSE,21.5,20.5,16.5,19.5,18,21.5,24.5,2,14.5,3,23,30,27,24,7,25,24,17,12.5
"849","CHC",2006,FALSE,3,9.5,27.5,30,9,15,4,27,7,28,2,3,15,26,7,2,23,26.5,9.5
"850","CHW",2006,FALSE,28,30,23.5,11,26.5,27,9.5,5,14.5,12,7,10,2.5,17,16.5,25,12,10,17.5
"851","CIN",2006,FALSE,8,17.5,27.5,16,25,7,9.5,1,25,20.5,20,26,28.5,19,23,9,15.5,21,19
"852","CLE",2006,FALSE,29,27,6.5,3.5,22,21.5,29,13,28,5,11,15.5,15,13,30,1,6,6,14.5
"853","COL",2006,FALSE,20,19,6.5,2,7,12,23,29,21,30,26,19,17.5,22.5,27.5,5.5,21.5,20,23.5
"854","DET",2006,TRUE,23,25,6.5,8.5,15.5,24,12.5,22,22,13,3,2,4.5,1,7,25,7.5,2,30
"855","FLA",2006,FALSE,12,20.5,6.5,21.5,8,5,18.5,25.5,30,23.5,22,11,8,12,16.5,16,27.5,18.5,12.5
"856","HOU",2006,FALSE,6,2,16.5,25,28,8,5.5,13,18,29,21,24,4.5,4,16.5,18.5,9,9,27
"857","KCR",2006,FALSE,10.5,3,27.5,1,1,16,27,19,12,14,6,14,30,30,16.5,7.5,15.5,30,1
"858","LAA",2006,FALSE,13,14.5,6.5,27,29,19,18.5,16,5,6.5,18,9,2.5,7,23,28.5,4.5,3,28
"859","LAD",2006,TRUE,21.5,17.5,1,16,20,23,17,30,8,20.5,24,27,12,8,1.5,14.5,2,16,26
"860","MIL",2006,FALSE,4.5,7.5,16.5,27,24,1,16,5,29,16,15.5,6,25.5,25,29,22,27.5,7,5
"861","MIN",2006,TRUE,18,14.5,16.5,29,30,18,5.5,18,1,6.5,13,13,1,3,1.5,14.5,1,1,29
"862","NYM",2006,TRUE,24.5,22,16.5,27,21,10.5,22,23.5,17,25,25,8,25.5,6,23,22,18.5,13,23.5
"863","NYY",2006,TRUE,30,28,16.5,12.5,15.5,26,24.5,7,13,8,12,28,20.5,10,7,22,13.5,8,17.5
"864","OAK",2006,TRUE,15,4,6.5,8.5,11,4,1.5,8.5,11,4,4,22,8,5,16.5,30,10.5,15,23.5
"865","PHI",2006,FALSE,27,24,27.5,24,23,30,12.5,23.5,27,15,28,29,15,22.5,16.5,18.5,18.5,26.5,16
"866","PIT",2006,FALSE,2,1,6.5,16,6,10.5,7,3,26,19,18,20,12,18,7,13,25,25,9.5
"867","SDP",2006,TRUE,4.5,5,16.5,19.5,26.5,13,14,20.5,19,17,10,23,12,2,16.5,28.5,4.5,5,20.5
"868","SEA",2006,FALSE,10.5,12,16.5,16,12,29,1.5,25.5,10,10,18,7,20.5,16,16.5,27,7.5,18.5,6.5
"869","SFG",2006,FALSE,9,9.5,6.5,8.5,5,6,15,28,3,27,30,4,10,20,25.5,10,26,14,8
"870","STL",2006,TRUE,17,16,23.5,5.5,13,9,11,15,6,22,29,17,6,11,25.5,12,29,11,11
"871","TBD",2006,FALSE,1,7.5,16.5,8.5,2,2,3,17,20,9,1,1,20.5,27,16.5,4,20,28,4
"872","TEX",2006,FALSE,24.5,23,6.5,5.5,14,28,30,10,16,2,8.5,12,23.5,14,7,18.5,21.5,12,14.5
"873","TOR",2006,FALSE,19,29,23.5,21.5,19,17,28,13,4,1,5,15.5,8,9,7,18.5,13.5,4,20.5
"874","WSN",2006,FALSE,7,6,23.5,3.5,3,3,21,8.5,23,23.5,27,25,28.5,28,7,3,30,29,2.5
"875","ARI",2007,TRUE,5,13,20.5,18.5,15.5,1,7,27,16,15.5,11.5,3,23.5,10.5,28.5,30,17.5,9,28.5
