"","Team","Year","R.G","BA","OBP","SLG","OPS","OPS_plus","Playoffs","ERA","H9","HR9","BB9","SO9","SO.W","num_batters","Games_Played","PA","AB","H_own","B2","B3","HR_own","RBI","SB","CS","BB_own","SO_own","TB","GDP","HBP_own","SH","SF","IBB_own","LOB_own","num_pitchers","RA.G","CG","tSho","cSho","Saves","IP","R_allowed","ER","IBB_allowed","HBP_allowed","BK","WP","BF","ERA_plus","FIP","WHIP","LOB_allowed"
"976","HOU",2010,3.77,0.247,0.303,0.362,0.665,81,FALSE,4.09,9,0.9,3.4,7.6,2.21,0.296296296296296,1,37.0679012345679,33.6543209876543,8.32098765432099,1.55555555555556,0.154320987654321,0.666666666666667,3.56172839506173,0.617283950617284,0.222222222222222,2.56172839506173,6.32716049382716,12.1851851851852,0.802469135802469,0.203703703703704,0.462962962962963,0.179012345679012,0.166666666666667,6.54320987654321,0.154320987654321,0.0277777777777778,0.0246913580246914,0.0679012345679012,0.0123456790123457,0.277777777777778,8.88333333333333,4.5,4.03703703703704,0.240740740740741,0.246913580246914,0.0555555555555556,0.351851851851852,38.4012345679012,0.598765432098765,0.0240123456790123,0.00854938271604938,7.24691358024691
"977","KCR",2010,4.17,0.274,0.331,0.399,0.73,100,FALSE,4.97,9.7,1.1,3.5,6.5,1.88,0.283950617283951,1,38.3271604938272,34.5925925925926,9.46913580246914,1.72222222222222,0.191358024691358,0.746913580246914,3.95061728395062,0.709876543209877,0.308641975308642,2.90740740740741,5.58641975308642,13.8148148148148,0.938271604938272,0.216049382716049,0.277777777777778,0.327160493827161,0.154320987654321,7.24074074074074,0.154320987654321,0.0322222222222222,0.0432098765432099,0.0185185185185185,0.00617283950617284,0.271604938271605,8.86543209876543,5.21604938271605,4.90123456790123,0.172839506172839,0.290123456790123,0.0432098765432099,0.339506172839506,39.0925925925926,0.524691358024691,0.0276543209876543,0.00904320987654321,7.27160493827161
"978","LAA",2010,4.2,0.248,0.311,0.39,0.702,94,FALSE,4.04,8.8,0.9,3.5,7,2,0.283950617283951,1,37.5864197530864,33.8765432098765,8.41358024691358,1.7037037037037,0.117283950617284,0.95679012345679,4.04938271604938,0.641975308641975,0.320987654320988,2.87654320987654,6.60493827160494,13.2222222222222,0.771604938271605,0.320987654320988,0.259259259259259,0.228395061728395,0.172839506172839,6.47530864197531,0.12962962962963,0.0267283950617284,0.0617283950617284,0.0555555555555556,0.0185185185185185,0.240740740740741,8.94506172839506,4.33333333333333,4.01851851851852,0.203703703703704,0.283950617283951,0.037037037037037,0.493827160493827,38.5925925925926,0.611111111111111,0.0253703703703704,0.00846296296296296,7.41975308641975
"979","LAD",2010,4.12,0.252,0.322,0.379,0.7,92,FALSE,4.01,8.3,0.8,3.4,8,2.36,0.302469135802469,1,37.9012345679012,33.4938271604938,8.44444444444444,1.66666666666667,0.179012345679012,0.740740740740741,3.83333333333333,0.567901234567901,0.308641975308642,3.29012345679012,7.30864197530864,12.6913580246914,0.759259259259259,0.283950617283951,0.524691358024691,0.308641975308642,0.351851851851852,7.04938271604938,0.148148148148148,0.026358024691358,0.0246913580246914,0.0987654320987654,0.0246913580246914,0.253086419753086,8.8962962962963,4.27160493827161,3.96913580246914,0.462962962962963,0.358024691358025,0.0493827160493827,0.358024691358025,37.9074074074074,0.598765432098765,0.0232098765432099,0.00797530864197531,6.93827160493827
"980","MIL",2010,4.63,0.262,0.335,0.424,0.759,103,FALSE,4.58,9.3,1.1,3.6,7.9,2.16,0.265432098765432,1,38.9135802469136,34.6049382716049,9.08024691358025,1.80864197530864,0.203703703703704,1.12345679012346,4.38271604938272,0.5,0.160493827160494,3.37037037037037,7.50617283950617,14.6666666666667,0.709876543209877,0.5,0.216049382716049,0.216049382716049,0.216049382716049,7.53086419753086,0.154320987654321,0.0306172839506173,0.0185185185185185,0.0432098765432099,0.0185185185185185,0.216049382716049,8.88271604938272,4.96296296296296,4.52469135802469,0.259259259259259,0.296296296296296,0.0185185185185185,0.438271604938272,39.037037037037,0.54320987654321,0.0259876543209877,0.00887654320987654,7.42592592592593
"981","MIN",2010,4.82,0.273,0.341,0.422,0.762,109,TRUE,3.95,9.2,1,2.4,6.5,2.74,0.259259259259259,1,38.6234567901235,34.3703703703704,9.38888888888889,1.96296296296296,0.253086419753086,0.876543209876543,4.62345679012346,0.419753086419753,0.172839506172839,3.45061728395062,5.96913580246914,14.4876543209877,0.981481481481482,0.240740740740741,0.234567901234568,0.327160493827161,0.277777777777778,7.1358024691358,0.12962962962963,0.0255555555555556,0.0555555555555556,0.0802469135802469,0.0185185185185185,0.246913580246914,8.9641975308642,4.14197530864198,3.93827160493827,0.117283950617284,0.290123456790123,0.0246913580246914,0.253086419753086,37.6913580246914,0.635802469135803,0.0241358024691358,0.00796913580246913,6.64814814814815
"982","NYM",2010,4.05,0.249,0.314,0.383,0.697,90,FALSE,3.7,8.9,0.8,3.4,6.9,2.03,0.290123456790123,1,37.9259259259259,33.7345679012346,8.40123456790123,1.64197530864198,0.246913580246914,0.790123456790123,3.85802469135802,0.802469135802469,0.271604938271605,3.09876543209877,6.75925925925926,12.9074074074074,0.623456790123457,0.283950617283951,0.45679012345679,0.351851851851852,0.327160493827161,6.93827160493827,0.123456790123457,0.0248148148148148,0.0493827160493827,0.117283950617284,0.0246913580246914,0.222222222222222,8.96913580246914,4.02469135802469,3.68518518518519,0.339506172839506,0.320987654320988,0.0308641975308642,0.296296296296296,38.5493827160494,0.648148148148148,0.0246913580246914,0.00842592592592593,7.61728395061728
"983","NYY",2010,5.3,0.267,0.35,0.436,0.786,108,TRUE,4.06,8.4,1.1,3.4,7.2,2.14,0.265432098765432,1,39.3765432098765,34.3641975308642,9.16666666666667,1.69753086419753,0.197530864197531,1.24074074074074,5.08024691358025,0.635802469135803,0.185185185185185,4.08641975308642,7.01234567901235,14.9814814814815,0.765432098765432,0.450617283950617,0.203703703703704,0.271604938271605,0.222222222222222,7.58024691358025,0.12962962962963,0.0264197530864198,0.0185185185185185,0.0493827160493827,0,0.240740740740741,8.90185185185185,4.27777777777778,4.01851851851852,0.228395061728395,0.382716049382716,0.037037037037037,0.425925925925926,37.6666666666667,0.660493827160494,0.0267901234567901,0.00808641975308642,6.67901234567901
"984","OAK",2010,4.09,0.256,0.324,0.378,0.702,92,FALSE,3.56,8.3,1,3.2,6.7,2.09,0.302469135802469,1,37.7592592592593,33.6296296296296,8.61728395061728,1.7037037037037,0.185185185185185,0.672839506172839,3.82098765432099,0.962962962962963,0.234567901234568,3.25308641975309,6.54938271604938,12.7098765432099,0.796296296296296,0.290123456790123,0.265432098765432,0.314814814814815,0.0987654320987654,7.15432098765432,0.141975308641975,0.0238271604938272,0.0432098765432099,0.104938271604938,0.0185185185185185,0.234567901234568,8.83456790123457,3.8641975308642,3.49382716049383,0.179012345679012,0.234567901234568,0.0493827160493827,0.259259259259259,37.1049382716049,0.709876543209877,0.0254938271604938,0.00787654320987654,6.72839506172839
"985","PHI",2010,4.77,0.26,0.332,0.413,0.745,98,TRUE,3.67,8.7,1,2.6,7.3,2.84,0.259259259259259,1,38.8333333333333,34.4506172839506,8.95679012345679,1.79012345679012,0.209876543209877,1.02469135802469,4.54320987654321,0.666666666666667,0.12962962962963,3.45679012345679,6.5679012345679,14.2407407407407,0.740740740740741,0.388888888888889,0.271604938271605,0.265432098765432,0.425925925925926,7.37037037037037,0.12962962962963,0.0243827160493827,0.0864197530864197,0.12962962962963,0.037037037037037,0.246913580246914,8.98827160493827,3.95061728395062,3.66666666666667,0.259259259259259,0.351851851851852,0.0308641975308642,0.160493827160494,37.6234567901235,0.685185185185185,0.0242592592592593,0.0077037037037037,6.7037037037037
"986","PIT",2010,3.62,0.242,0.304,0.373,0.678,84,FALSE,5,10,1.1,3.4,6.5,1.91,0.320987654320988,1,36.8765432098765,33.2469135802469,8.04320987654321,1.7037037037037,0.166666666666667,0.777777777777778,3.51851851851852,0.537037037037037,0.222222222222222,2.85802469135802,7.45061728395062,12.4135802469136,0.734567901234568,0.203703703703704,0.358024691358025,0.203703703703704,0.172839506172839,6.65432098765432,0.172839506172839,0.0330246913580247,0.00617283950617284,0.037037037037037,0.00617283950617284,0.191358024691358,8.71111111111111,5.34567901234568,4.83950617283951,0.246913580246914,0.407407407407407,0.0617283950617284,0.345679012345679,38.8888888888889,0.5,0.0274691358024691,0.0092037037037037,7.40123456790123
"987","SDP",2010,4.1,0.246,0.317,0.371,0.689,93,FALSE,3.39,8.1,0.9,3.2,8,2.5,0.246913580246914,1,37.9506172839506,33.5432098765432,8.25925925925926,1.45679012345679,0.148148148148148,0.814814814814815,3.88888888888889,0.765432098765432,0.308641975308642,3.32098765432099,7.30246913580247,12.4567901234568,0.654320987654321,0.308641975308642,0.487654320987654,0.283950617283951,0.41358024691358,6.94444444444444,0.117283950617284,0.0221604938271605,0.0123456790123457,0.123456790123457,0.0123456790123457,0.302469135802469,8.98827160493827,3.58641975308642,3.38888888888889,0.314814814814815,0.172839506172839,0.0308641975308642,0.179012345679012,37.3950617283951,0.666666666666667,0.0225925925925926,0.00772222222222222,6.83950617283951
"988","SEA",2010,3.17,0.236,0.298,0.339,0.637,79,FALSE,3.93,8.8,1,2.8,6.1,2.15,0.290123456790123,1,36.9691358024691,33.3888888888889,7.8641975308642,1.40123456790123,0.0987654320987654,0.623456790123457,2.99382716049383,0.876543209876543,0.240740740740741,2.83333333333333,7.30864197530864,11.3333333333333,0.679012345679012,0.240740740740741,0.259259259259259,0.246913580246914,0.203703703703704,6.88888888888889,0.135802469135802,0.0266049382716049,0.0679012345679012,0.0617283950617284,0.0123456790123457,0.234567901234568,8.87654320987654,4.30864197530864,3.87654320987654,0.203703703703704,0.246913580246914,0.0679012345679012,0.450617283950617,37.5987654320988,0.617283950617284,0.0257407407407407,0.00795679012345679,6.66049382716049
"989","SFG",2010,4.3,0.257,0.321,0.408,0.729,98,TRUE,3.36,7.9,0.8,3.6,8.2,2.3,0.259259259259259,1,37.9197530864198,33.8765432098765,8.70987654320988,1.75308641975309,0.185185185185185,1,4.07407407407407,0.339506172839506,0.197530864197531,3.00617283950617,6.78395061728395,13.8333333333333,0.975308641975309,0.308641975308642,0.469135802469136,0.253086419753086,0.327160493827161,6.74074074074074,0.117283950617284,0.0222222222222222,0.037037037037037,0.104938271604938,0.0185185185185185,0.351851851851852,9.01851851851852,3.59876543209877,3.37037037037037,0.358024691358025,0.314814814814815,0.0246913580246914,0.45679012345679,38.0185185185185,0.722222222222222,0.0230864197530864,0.00784567901234568,7.3641975308642
"990","STL",2010,4.54,0.263,0.332,0.402,0.733,100,FALSE,3.57,8.7,0.8,3,6.8,2.29,0.259259259259259,1,38.5246913580247,34.2098765432099,8.98765432098766,1.75925925925926,0.111111111111111,0.925925925925926,4.25308641975309,0.487654320987654,0.253086419753086,3.33950617283951,6.33950617283951,13.7469135802469,0.765432098765432,0.308641975308642,0.407407407407407,0.246913580246914,0.481481481481481,7.18518518518519,0.135802469135802,0.0244444444444444,0.0432098765432099,0.0987654320987654,0.0185185185185185,0.197530864197531,8.97037037037037,3.95679012345679,3.56172839506173,0.197530864197531,0.296296296296296,0.0246913580246914,0.259259259259259,37.8827160493827,0.672839506172839,0.0237654320987654,0.00801851851851852,7.00617283950617
"991","TBR",2010,4.95,0.247,0.333,0.403,0.736,105,TRUE,3.78,8.3,1.1,3,7.4,2.49,0.228395061728395,1,38.7037037037037,33.5740740740741,8.29012345679012,1.82098765432099,0.228395061728395,0.987654320987654,4.74691358024691,1.06172839506173,0.290123456790123,4.14814814814815,7.97530864197531,13.5308641975309,0.567901234567901,0.351851851851852,0.240740740740741,0.351851851851852,0.185185185185185,7.11111111111111,0.104938271604938,0.0247530864197531,0.037037037037037,0.0740740740740741,0.0185185185185185,0.314814814814815,8.97037037037037,4.00617283950617,3.7716049382716,0.209876543209877,0.283950617283951,0.0555555555555556,0.37037037037037,37.6728395061728,0.635802469135803,0.0252469135802469,0.00774691358024691,6.74691358024691
"992","TEX",2010,4.86,0.276,0.338,0.419,0.757,98,TRUE,3.93,8.4,1,3.4,7.3,2.14,0.296296296296296,1,38.9012345679012,34.7839506172839,9.60493827160494,1.65432098765432,0.154320987654321,1,4.5679012345679,0.759259259259259,0.296296296296296,3.15432098765432,6.08641975308642,14.5679012345679,0.796296296296296,0.277777777777778,0.327160493827161,0.333333333333333,0.228395061728395,7.24691358024691,0.135802469135802,0.0261728395061728,0.0432098765432099,0.0493827160493827,0,0.283950617283951,8.9820987654321,4.24074074074074,3.92592592592593,0.148148148148148,0.388888888888889,0.0246913580246914,0.345679012345679,38.3518518518519,0.703703703703704,0.0257407407407407,0.00808641975308642,7.16049382716049
"993","TOR",2010,4.66,0.248,0.312,0.454,0.766,105,FALSE,4.22,8.8,0.9,3.4,7.4,2.2,0.271604938271605,1,37.4814814814815,33.9197530864198,8.41975308641975,1.96913580246914,0.12962962962963,1.58641975308642,4.51851851851852,0.358024691358025,0.123456790123457,2.90740740740741,7.18518518518519,15.4074074074074,0.703703703703704,0.339506172839506,0.0987654320987654,0.209876543209877,0.154320987654321,6.27777777777778,0.148148148148148,0.027716049382716,0.0308641975308642,0.0679012345679012,0.0123456790123457,0.277777777777778,8.89012345679012,4.49382716049383,4.17283950617284,0.216049382716049,0.37037037037037,0.0185185185185185,0.425925925925926,38.0555555555556,0.617283950617284,0.0249382716049383,0.00833950617283951,6.88271604938272
"994","WSN",2010,4.04,0.25,0.318,0.39,0.708,91,FALSE,4.13,9.2,0.9,3.2,6.7,2.09,0.283950617283951,1,37.6543209876543,33.4444444444444,8.3641975308642,1.54320987654321,0.191358024691358,0.919753086419753,3.91358024691358,0.679012345679012,0.253086419753086,3.10493827160494,7.53086419753086,13.0493827160494,0.771604938271605,0.37037037037037,0.438271604938272,0.290123456790123,0.222222222222222,6.87037037037037,0.160493827160494,0.0282716049382716,0.0123456790123457,0.0308641975308642,0.00617283950617284,0.228395061728395,8.85802469135803,4.58024691358025,4.06172839506173,0.351851851851852,0.283950617283951,0.0432098765432099,0.203703703703704,38.358024691358,0.604938271604938,0.0254320987654321,0.00851851851851852,7.2037037037037
"995","ARI",2011,4.51,0.25,0.322,0.413,0.736,99,TRUE,3.8,8.8,1,2.8,6.6,2.39,0.314814814814815,1,37.6296296296296,33.462962962963,8.37654320987654,1.80864197530864,0.228395061728395,1.06172839506173,4.33333333333333,0.820987654320988,0.339506172839506,3.27777777777778,7.70987654320988,13.8271604938272,0.506172839506173,0.376543209876543,0.308641975308642,0.203703703703704,0.339506172839506,6.5679012345679,0.154320987654321,0.0252469135802469,0.0308641975308642,0.0740740740740741,0.00617283950617284,0.358024691358025,8.90802469135802,4.08641975308642,3.75925925925926,0.0987654320987654,0.327160493827161,0.0432098765432099,0.240740740740741,37.6666666666667,0.641975308641975,0.0248148148148148,0.00793827160493827,6.85185185185185
"996","ATL",2011,3.96,0.243,0.308,0.387,0.695,90,FALSE,3.48,8.1,0.8,3.2,8.1,2.56,0.277777777777778,1,38.0802469135802,34.1234567901235,8.30246913580247,1.50617283950617,0.0987654320987654,1.0679012345679,3.74074074074074,0.475308641975309,0.271604938271605,3.11111111111111,7.77777777777778,13.2098765432099,0.697530864197531,0.172839506172839,0.462962962962963,0.185185185185185,0.277777777777778,6.84567901234568,0.12962962962963,0.0230246913580247,0.0185185185185185,0.0987654320987654,0.0123456790123457,0.320987654320988,9.13086419753087,3.73456790123457,3.53086419753086,0.450617283950617,0.327160493827161,0.0308641975308642,0.376543209876543,38.3950617283951,0.679012345679012,0.0215432098765432,0.00772839506172839,7.25925925925926
"997","BAL",2011,4.37,0.257,0.316,0.413,0.729,97,FALSE,4.89,9.8,1.3,3.3,6.5,1.95,0.308641975308642,1,38,34.4753086419753,8.85185185185185,1.68518518518519,0.0802469135802469,1.17901234567901,4.22222222222222,0.5,0.154320987654321,2.79012345679012,6.91358024691358,14.2345679012346,0.950617283950617,0.320987654320988,0.148148148148148,0.265432098765432,0.148148148148148,6.59876543209877,0.166666666666667,0.0327777777777778,0.0185185185185185,0.0432098765432099,0.00617283950617284,0.197530864197531,8.92716049382716,5.30864197530864,4.85185185185185,0.259259259259259,0.277777777777778,0.0246913580246914,0.197530864197531,39.0864197530864,0.530864197530864,0.0288271604938272,0.00897530864197531,6.98765432098765
"998","BOS",2011,5.4,0.28,0.349,0.461,0.81,116,FALSE,4.2,8.4,1,3.3,7.5,2.25,0.302469135802469,1,39.5925925925926,35.2469135802469,9.87654320987654,2.17283950617284,0.216049382716049,1.25308641975309,5.19753086419753,0.62962962962963,0.259259259259259,3.5679012345679,6.83950617283951,16.2407407407407,0.839506172839506,0.308641975308642,0.135802469135802,0.308641975308642,0.320987654320988,7.34567901234568,0.166666666666667,0.0280864197530864,0.0123456790123457,0.0802469135802469,0.00617283950617284,0.222222222222222,8.99444444444444,4.54938271604938,4.19753086419753,0.0679012345679012,0.555555555555556,0.0432098765432099,0.358024691358025,38.5308641975309,0.635802469135803,0.025,0.00807407407407407,6.99382716049383
"999","CHC",2011,4.04,0.256,0.314,0.401,0.715,95,FALSE,4.33,9,1,3.6,7.7,2.11,0.259259259259259,1,37.8395061728395,34.2530864197531,8.78395061728395,1.75925925925926,0.222222222222222,0.91358024691358,3.76543209876543,0.425925925925926,0.141975308641975,2.62345679012346,7.41975308641975,13.7283950617284,0.759259259259259,0.364197530864198,0.37037037037037,0.216049382716049,0.216049382716049,7.04320987654321,0.135802469135802,0.0288271604938272,0.0246913580246914,0.0308641975308642,0.00617283950617284,0.246913580246914,8.85246913580247,4.66666666666667,4.25925925925926,0.277777777777778,0.327160493827161,0.0308641975308642,0.314814814814815,38.6543209876543,0.555555555555556,0.0253703703703704,0.00869135802469136,7.42592592592593
"1000","CHW",2011,4.04,0.252,0.319,0.388,0.706,89,FALSE,4.1,9,0.9,2.7,7.5,2.78,0.259259259259259,1,38.0185185185185,33.962962962963,8.56172839506173,1.55555555555556,0.0987654320987654,0.950617283950617,3.85802469135802,0.5,0.327160493827161,2.9320987654321,6.10493827160494,13.1666666666667,0.771604938271605,0.518518518518518,0.320987654320988,0.283950617283951,0.191358024691358,6.95061728395062,0.135802469135802,0.0269135802469136,0.037037037037037,0.0864197530864197,0.0246913580246914,0.259259259259259,9.01234567901234,4.35802469135802,4.10493827160494,0.308641975308642,0.271604938271605,0.0246913580246914,0.339506172839506,38.1975308641975,0.654320987654321,0.0225925925925926,0.00804320987654321,6.80246913580247
"1001","CIN",2011,4.54,0.256,0.326,0.408,0.734,98,FALSE,4.16,8.7,1.1,3.3,6.8,2.06,0.259259259259259,1,39.0679012345679,34.641975308642,8.87654320987654,1.62962962962963,0.117283950617284,1.12962962962963,4.30246913580247,0.598765432098765,0.308641975308642,3.30246913580247,7.71604938271605,14.1296296296296,0.604938271604938,0.388888888888889,0.481481481481481,0.246913580246914,0.320987654320988,7.33950617283951,0.12962962962963,0.0274074074074074,0.0246913580246914,0.0308641975308642,0.0123456790123457,0.240740740740741,9.05679012345679,4.44444444444444,4.18518518518519,0.290123456790123,0.364197530864198,0.0802469135802469,0.314814814814815,38.6358024691358,0.58641975308642,0.0269753086419753,0.00821604938271605,7.01234567901235
"1002","CLE",2011,4.35,0.25,0.317,0.396,0.714,100,FALSE,4.23,9.2,0.9,2.9,6.3,2.21,0.283950617283951,1,37.9135802469136,34.0061728395062,8.51851851851852,1.79012345679012,0.160493827160494,0.950617283950617,4.14197530864198,0.549382716049383,0.259259259259259,3.04938271604938,7.83333333333333,13.4814814814815,0.685185185185185,0.401234567901235,0.191358024691358,0.265432098765432,0.185185185185185,6.6358024691358,0.135802469135802,0.0289506172839506,0.0123456790123457,0.0246913580246914,0,0.234567901234568,8.96975308641975,4.69135802469136,4.21604938271605,0.209876543209877,0.37037037037037,0.0185185185185185,0.259259259259259,38.4876543209877,0.574074074074074,0.0250617283950617,0.00825925925925926,6.88271604938272
"1003","COL",2011,4.54,0.258,0.329,0.41,0.739,88,FALSE,4.43,9.1,1.1,3.2,7,2.14,0.339506172839506,1,38.7345679012346,34.2222222222222,8.82098765432099,1.69135802469136,0.246913580246914,1.00617283950617,4.30246913580247,0.728395061728395,0.259259259259259,3.42592592592593,7.41358024691358,14.0246913580247,0.691358024691358,0.351851851851852,0.462962962962963,0.271604938271605,0.333333333333333,7.23456790123457,0.179012345679012,0.0295061728395062,0.0308641975308642,0.0432098765432099,0.0123456790123457,0.253086419753086,8.93333333333333,4.77777777777778,4.40123456790123,0.290123456790123,0.296296296296296,0.0432098765432099,0.401234567901235,38.3641975308642,0.635802469135803,0.0261728395061728,0.0085,6.77777777777778
"1004","DET",2011,4.86,0.277,0.34,0.434,0.773,109,TRUE,4.04,8.8,0.9,3.1,7,2.27,0.277777777777778,1,38.462962962963,34.3395061728395,9.50617283950617,1.83333333333333,0.209876543209877,1.04320987654321,4.62962962962963,0.302469135802469,0.123456790123457,3.21604938271605,7.05555555555556,14.8888888888889,0.876543209876543,0.240740740740741,0.308641975308642,0.358024691358025,0.290123456790123,7.19135802469136,0.160493827160494,0.0270987654320988,0.0246913580246914,0.0864197530864197,0.0123456790123457,0.320987654320988,8.88888888888889,4.38888888888889,3.99382716049383,0.209876543209877,0.320987654320988,0.0308641975308642,0.425925925925926,37.7037037037037,0.635802469135803,0.0243827160493827,0.0081358024691358,6.64814814814815
"1005","FLA",2011,3.86,0.247,0.318,0.388,0.706,93,FALSE,3.95,8.7,0.9,3.1,7.5,2.44,0.271604938271605,1,38.4691358024691,34,8.38271604938272,1.69135802469136,0.185185185185185,0.919753086419753,3.67901234567901,0.58641975308642,0.253086419753086,3.34567901234568,7.67901234567901,13.2037037037037,0.685185185185185,0.314814814814815,0.549382716049383,0.259259259259259,0.234567901234568,7.39506172839506,0.135802469135802,0.0267283950617284,0.0432098765432099,0.0679012345679012,0.0246913580246914,0.246913580246914,9.00740740740741,4.33333333333333,3.95061728395062,0.444444444444444,0.228395061728395,0.0617283950617284,0.265432098765432,38.2716049382716,0.611111111111111,0.0233950617283951,0.00804938271604938,6.90740740740741
"1006","HOU",2011,3.8,0.258,0.311,0.374,0.684,89,FALSE,4.51,9.3,1.2,3.5,7.5,2.13,0.290123456790123,1,37.962962962963,34.5555555555556,8.90123456790123,1.90740740740741,0.172839506172839,0.58641975308642,3.57407407407407,0.728395061728395,0.203703703703704,2.47530864197531,7.18518518518519,12.9135802469136,0.685185185185185,0.283950617283951,0.407407407407407,0.228395061728395,0.209876543209877,7.12345679012346,0.141975308641975,0.0303086419753086,0.0123456790123457,0.037037037037037,0,0.154320987654321,8.85802469135803,4.91358024691358,4.43827160493827,0.364197530864198,0.327160493827161,0.0555555555555556,0.240740740740741,38.6913580246914,0.518518518518518,0.0268518518518518,0.00876543209876543,7.2037037037037
"1007","KCR",2011,4.51,0.275,0.329,0.415,0.744,104,FALSE,4.44,9.2,1,3.5,6.7,1.94,0.259259259259259,1,38.6851851851852,35.0123456790123,9.62962962962963,2.00617283950617,0.253086419753086,0.796296296296296,4.35185185185185,0.944444444444444,0.358024691358025,2.7283950617284,6.20987654320988,14.5308641975309,0.746913580246914,0.240740740740741,0.339506172839506,0.351851851851852,0.228395061728395,7.1358024691358,0.141975308641975,0.0290123456790123,0.0123456790123457,0.037037037037037,0,0.228395061728395,8.95740740740741,4.7037037037037,4.41975308641975,0.259259259259259,0.358024691358025,0.0432098765432099,0.425925925925926,38.7654320987654,0.567901234567901,0.026358024691358,0.00869135802469136,7.18518518518519
"1008","LAA",2011,4.12,0.253,0.313,0.402,0.714,102,FALSE,3.57,8.5,0.9,2.9,6.5,2.22,0.265432098765432,1,37.5802469135802,34.0308641975309,8.60493827160494,1.78395061728395,0.209876543209877,0.95679012345679,3.88271604938272,0.833333333333333,0.320987654320988,2.7283950617284,6.7037037037037,13.679012345679,0.777777777777778,0.314814814814815,0.308641975308642,0.197530864197531,0.203703703703704,6.48765432098765,0.12962962962963,0.0241358024691358,0.0740740740740741,0.0679012345679012,0.037037037037037,0.240740740740741,9.04320987654321,3.90740740740741,3.58641975308642,0.209876543209877,0.222222222222222,0.0246913580246914,0.339506172839506,37.8024691358025,0.654320987654321,0.0240123456790123,0.00785185185185185,6.76543209876543
"1009","LAD",2011,4,0.257,0.322,0.375,0.697,95,FALSE,3.54,8.1,0.8,3.2,8,2.5,0.298136645962733,1,37.8509316770186,33.7639751552795,8.66459627329193,1.47204968944099,0.173913043478261,0.726708074534162,3.80745341614907,0.782608695652174,0.248447204968944,3.09316770186335,6.75155279503106,12.6645962732919,0.627329192546584,0.279503105590062,0.440993788819876,0.267080745341615,0.37888198757764,7.2360248447205,0.130434782608696,0.0236024844720497,0.0434782608695652,0.105590062111801,0.0124223602484472,0.248447204968944,8.8944099378882,3.80124223602484,3.49689440993789,0.298136645962733,0.267080745341615,0.0434782608695652,0.31055900621118,37.2484472049689,0.645962732919255,0.0224223602484472,0.00778260869565217,6.7639751552795
"1010","MIL",2011,4.45,0.261,0.325,0.425,0.75,102,TRUE,3.63,8.4,0.9,2.7,7.8,2.86,0.296296296296296,1,37.7345679012346,33.6234567901235,8.77777777777778,1.7037037037037,0.191358024691358,1.14197530864198,4.27777777777778,0.580246913580247,0.191358024691358,2.96913580246914,6.68518518518519,14.2901234567901,0.703703703703704,0.345679012345679,0.524691358024691,0.271604938271605,0.327160493827161,6.85185185185185,0.135802469135802,0.024320987654321,0.00617283950617284,0.0802469135802469,0.00617283950617284,0.290123456790123,8.8962962962963,3.93827160493827,3.59259259259259,0.0987654320987654,0.203703703703704,0.0308641975308642,0.432098765432099,37.3333333333333,0.672839506172839,0.0221604938271605,0.00765432098765432,6.69753086419753
"1011","MIN",2011,3.82,0.247,0.306,0.36,0.666,84,FALSE,4.58,9.9,1,3,6,1.96,0.277777777777778,1,37.1604938271605,33.8703703703704,8.37654320987654,1.59876543209877,0.154320987654321,0.635802469135803,3.53086419753086,0.567901234567901,0.240740740740741,2.71604938271605,6.46913580246914,12.1913580246914,0.709876543209877,0.228395061728395,0.191358024691358,0.154320987654321,0.148148148148148,6.66666666666667,0.148148148148148,0.0306172839506173,0.0432098765432099,0.0493827160493827,0.0185185185185185,0.197530864197531,8.77283950617284,4.96296296296296,4.46913580246914,0.228395061728395,0.333333333333333,0.0308641975308642,0.290123456790123,38.3333333333333,0.549382716049383,0.0265432098765432,0.00887654320987654,7.04320987654321
"1012","NYM",2011,4.43,0.264,0.335,0.391,0.725,103,FALSE,4.19,9.2,0.9,3.2,7,2.19,0.283950617283951,1,39.1049382716049,34.5679012345679,9.11728395061728,1.90740740740741,0.240740740740741,0.666666666666667,4.17283950617284,0.802469135802469,0.216049382716049,3.52469135802469,6.69753086419753,13.5061728395062,0.691358024691358,0.314814814814815,0.401234567901235,0.296296296296296,0.345679012345679,7.75925925925926,0.141975308641975,0.0282716049382716,0.037037037037037,0.0555555555555556,0.0123456790123457,0.265432098765432,8.93827160493827,4.58024691358025,4.16049382716049,0.296296296296296,0.432098765432099,0.0432098765432099,0.283950617283951,38.9876543209877,0.54320987654321,0.0246913580246914,0.00850617283950617,7.59259259259259
"1013","NYY",2011,5.35,0.263,0.343,0.444,0.788,110,TRUE,3.73,8.8,0.9,3.1,7.5,2.41,0.296296296296296,1,38.9259259259259,34.0617283950617,8.96296296296296,1.64814814814815,0.203703703703704,1.37037037037037,5.16049382716049,0.907407407407407,0.283950617283951,3.87037037037037,7.02469135802469,15.1296296296296,0.901234567901235,0.45679012345679,0.222222222222222,0.314814814814815,0.209876543209877,6.87654320987654,0.172839506172839,0.0250617283950617,0.0308641975308642,0.0493827160493827,0.0185185185185185,0.290123456790123,9.00061728395062,4.05555555555556,3.73456790123457,0.265432098765432,0.358024691358025,0.0185185185185185,0.41358024691358,38.3703703703704,0.716049382716049,0.0238888888888889,0.00816666666666667,7.30864197530864
